Time	a	ax	ay	az
1.650	15.40	6.93	-0.72	-13.74
1.675	24.32	11.27	0.53	-21.54
1.700	24.32	11.27	0.53	-21.54
1.725	24.32	11.27	0.53	-21.54
1.750	17.17	12.26	-7.28	9.56
1.775	12.65	-5.53	-3.66	10.77
1.800	17.67	-1.37	0.67	17.60
1.825	17.67	-1.37	0.67	17.60
1.850	67.65	9.45	-41.99	-52.19
1.875	41.89	16.64	28.05	-26.28
1.900	80.58	-2.17	18.44	-78.41
1.925	9.26	3.96	-1.07	-8.30
1.950	9.26	3.96	-1.07	-8.30
1.975	9.26	3.96	-1.07	-8.30
2.000	1.91	-1.49	1.18	-0.23
2.025	21.77	-6.24	-5.07	20.23
2.050	14.49	-9.47	-10.53	3.07
2.075	14.49	-9.47	-10.53	3.07
2.100	28.60	-7.35	27.43	-3.37
2.125	16.00	-1.91	15.67	2.60
2.150	15.68	-1.13	14.79	5.09
2.175	15.18	-0.48	14.37	4.85
2.200	15.18	-0.48	14.37	4.85
2.225	15.18	-0.48	14.37	4.85
2.250	20.77	13.04	12.49	10.27
2.275	3.44	-3.43	-0.02	0.27
2.300	3.44	-3.43	-0.02	0.27
2.325	3.44	-3.43	-0.02	0.27
2.350	39.64	-9.89	5.08	-38.05
2.375	65.78	-0.53	-1.50	-65.76
2.400	44.62	22.54	37.23	-9.83
2.425	44.62	22.54	37.23	-9.83
2.450	44.62	22.54	37.23	-9.83
2.475	19.95	-11.15	15.82	4.81
2.500	24.79	1.16	5.11	24.23
2.525	9.61	-4.26	7.09	4.90
2.550	9.61	-4.26	7.09	4.90
2.575	9.61	-4.26	7.09	4.90
2.600	5.48	0.65	4.38	3.22
2.625	8.07	1.55	7.50	2.53
2.650	6.51	0.66	6.29	1.54
2.675	6.51	0.66	6.29	1.54
2.700	6.51	0.66	6.29	1.54
2.725	4.38	-1.65	0.68	4.00
2.750	15.95	-0.76	1.09	15.89
2.775	10.05	0.94	1.41	9.91
2.800	10.05	0.94	1.41	9.91
2.825	10.05	0.94	1.41	9.91
2.850	7.58	3.08	-1.63	6.73
2.875	5.95	2.87	-2.09	4.77
2.900	9.47	4.46	-3.08	7.77
2.925	9.47	4.46	-3.08	7.77
2.950	9.47	4.46	-3.08	7.77
2.975	9.26	2.33	-2.12	8.71
3.000	8.61	0.52	-1.72	8.42
3.025	8.82	0.57	-1.14	8.72
3.050	8.82	0.57	-1.14	8.72
3.075	8.82	0.57	-1.14	8.72
3.100	10.27	0.50	-0.58	10.24
3.125	10.64	0.54	-0.07	10.62
3.150	10.35	0.39	-0.21	10.34
3.175	10.35	0.39	-0.21	10.34
3.200	10.35	0.39	-0.21	10.34
3.225	14.81	0.75	0.35	14.78
3.250	9.28	-0.37	-0.35	9.27
3.275	10.80	0.98	-0.68	10.73
3.300	10.80	0.98	-0.68	10.73
3.325	10.80	0.98	-0.68	10.73
3.350	9.72	-0.36	-0.79	9.68
3.375	11.31	-3.21	-0.44	10.84
3.400	10.32	1.16	0.49	10.24
3.425	10.32	1.16	0.49	10.24
3.450	10.32	1.16	0.49	10.24
3.475	13.73	1.92	-1.06	13.55
3.500	19.10	3.97	-2.72	18.48
3.525	23.14	2.18	-3.85	22.71
3.550	23.14	2.18	-3.85	22.71
3.575	22.02	-11.98	-2.42	18.32
3.600	14.85	-8.35	-3.73	11.70
3.625	15.24	-9.61	-6.98	9.55
3.650	14.54	-9.68	-4.14	10.02
3.675	14.54	-9.68	-4.14	10.02
3.700	14.54	-9.68	-4.14	10.02
3.725	12.90	-8.97	-2.49	8.92
3.750	2.53	0.74	0.66	-2.32
3.775	5.50	2.82	1.24	-4.56
3.800	5.50	2.82	1.24	-4.56
3.825	5.50	2.82	1.24	-4.56
3.850	8.86	2.09	0.13	-8.61
3.875	17.82	-0.20	-2.94	-17.57
3.900	13.54	-3.52	-3.62	-12.56
3.925	13.54	-3.52	-3.62	-12.56
3.950	13.54	-3.52	-3.62	-12.56
3.975	11.01	-1.71	-4.09	-10.07
4.000	14.78	1.71	-14.28	-3.37
4.025	10.91	1.80	-9.87	-4.27
4.050	10.91	1.80	-9.87	-4.27
4.075	10.03	1.12	-8.16	-5.71
4.100	9.73	2.09	-8.29	-4.65
4.125	11.15	3.85	-7.84	-6.93
4.150	9.62	2.32	-7.45	-5.63
4.175	9.62	2.32	-7.45	-5.63
4.200	9.62	2.32	-7.45	-5.63
4.225	7.49	1.64	-6.91	-2.38
4.250	7.34	2.45	-6.59	-2.13
4.275	6.74	2.60	-5.60	-2.70
4.300	6.74	2.60	-5.60	-2.70
4.325	6.74	2.60	-5.60	-2.70
4.350	15.92	5.57	1.46	-14.84
4.375	13.81	7.33	-0.04	-11.70
4.400	13.45	7.66	-0.46	-11.05
4.425	11.91	4.14	0.47	-11.16
4.450	10.23	2.66	-0.22	-9.88
4.475	10.37	2.27	-0.11	-10.12
4.500	10.81	4.05	0.12	-10.02
4.525	10.21	2.84	0.28	-9.80
4.550	10.21	2.84	0.28	-9.80
4.575	10.21	2.84	0.28	-9.80
4.600	10.00	2.42	0.41	-9.70
4.625	9.81	3.53	0.38	-9.14
4.650	9.25	3.34	0.78	-8.59
4.675	8.90	3.25	0.78	-8.25
4.700	8.78	3.64	0.82	-7.94
4.725	8.87	3.31	0.60	-8.20
4.750	9.54	3.00	0.39	-9.05
4.775	8.39	3.42	-0.25	-7.66
4.800	8.39	3.42	-0.25	-7.66
4.825	8.39	3.42	-0.25	-7.66
4.850	8.39	3.42	-0.25	-7.66
